train_id,source_station,source_code,source_zone,destination_station,destination_code,destination_zone,distance,wagon_count,total_weight,locomotive_power,locomotive_type,cargo_type,congestion_level,num_trains_section,avg_wait_time,signal_delay,track_type,rainfall,temperature,fog,date,delay
FT106788,Kanpur Central,CNB,NCR,New Delhi,NDLS,NR,1295,40.0,3314.0,5337.0,WAG9,Cement,61,5,12,2,double,17.0,31,1,2023-06-29,68
FT106789,Howrah Junction,HWH,ER,Mumbai Central,BCT,WR,1185,43.0,2458.0,4937.0,WAG7,Cement,69,17,29,9,double,26.0,27,0,2023-09-11,85
FT106790,Bhopal Junction,BPL,WCR,Mumbai Central,BCT,WR,1913,,2103.0,7123.0,WAG12,Coal,91,15,32,11,single,29.0,36,0,2023-06-14,102
FT106791,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,862,20.0,3098.0,5637.0,WAG9,Container,81,11,9,3,double,20.0,28,1,2023-06-16,69
FT106792,Mumbai Central,BCT,WR,Ghaziabad Junction,GZB,NR,1226,38.0,3848.0,7469.0,WAG9,Container,92,19,11,1,double,12.0,32,1,2023-01-03,86
FT106793,Kharagpur Junction,KGP,SER,Howrah Junction,HWH,ER,923,22.0,3118.0,4942.0,WAG12,Cement,40,15,31,1,double,18.0,37,0,2023-09-24,46
FT106794,Patna Junction,PNBE,ECR,Itarsi Junction,ET,CR,1566,27.0,2437.0,6810.0,WAG9,Container,90,8,19,5,double,15.0,39,1,2023-10-14,96
FT106795,Kanpur Central,CNB,NCR,Patna Junction,PNBE,ECR,1531,47.0,3592.0,6637.0,WAG9,Coal,48,6,15,12,double,20.0,22,1,2023-07-23,62
FT106796,Patna Junction,PNBE,ECR,Kharagpur Junction,KGP,SER,990,20.0,3439.0,6719.0,WAG9,Container,63,14,24,13,single,17.0,33,1,2023-11-30,66
FT106797,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,1256,43.0,3036.0,7336.0,WAG12,Steel,68,9,28,6,single,24.0,20,0,2023-01-26,83
FT106798,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,1632,54.0,3145.0,4612.0,WAG12,Container,62,8,20,13,double,9.0,40,1,2023-04-19,55
FT106799,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,254,52.0,2465.0,6465.0,WAG12,Coal,78,13,17,10,single,15.0,42,0,2023-12-14,55
FT106800,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,353,30.0,3980.0,6636.0,WAG12,Cement,61,13,6,4,double,26.0,29,0,2023-07-08,51
FT106801,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,1207,30.0,1719.0,4701.0,WAG9,Cement,21,6,25,4,double,7.0,41,0,2023-10-28,48
FT106802,Patna Junction,PNBE,ECR,Kanpur Central,CNB,NCR,1544,31.0,1663.0,5701.0,WAG9,Cement,57,15,7,12,double,14.0,20,1,2023-06-27,65
FT106803,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,219,49.0,2824.0,7275.0,WAG9,Container,21,17,6,14,double,19.0,38,0,2023-08-03,7
FT106804,Kharagpur Junction,KGP,SER,New Delhi,NDLS,NR,660,27.0,2074.0,5685.0,WAG9,Coal,29,6,18,6,double,13.0,36,1,2023-12-02,45
FT106805,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,1888,27.0,2627.0,5434.0,WAG7,Steel,30,11,23,13,double,10.0,43,1,2023-06-24,57
FT106806,Bhopal Junction,BPL,WCR,Mumbai Central,BCT,WR,1262,23.0,1583.0,5228.0,WAG12,Coal,66,18,34,4,single,22.0,43,0,2023-12-23,88
FT106807,Kharagpur Junction,KGP,SER,New Delhi,NDLS,NR,1382,27.0,3427.0,5292.0,WAG12,Container,32,9,12,10,double,4.0,44,1,2023-09-16,35
FT106808,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,799,58.0,3928.0,4045.0,WAG7,Cement,70,5,26,14,single,13.0,30,0,2023-12-04,64
FT106809,Kharagpur Junction,KGP,SER,Ghaziabad Junction,GZB,NR,710,,3757.0,5521.0,WAG12,Coal,51,5,37,7,single,,38,0,2023-10-29,82
FT106810,Chennai Central,MAS,SR,Patna Junction,PNBE,ECR,1636,58.0,2342.0,4604.0,WAG7,Container,17,15,13,2,double,12.0,27,0,2023-09-18,44
FT106811,Patna Junction,PNBE,ECR,Bhopal Junction,BPL,WCR,1353,27.0,2634.0,4299.0,WAG12,Container,44,10,8,1,single,25.0,38,1,2023-07-23,45
FT106812,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,524,49.0,1681.0,7770.0,WAG12,Container,55,17,21,4,single,13.0,23,0,2023-05-12,58
FT106813,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,1511,33.0,3967.0,,WAG9,Container,56,13,9,1,double,27.0,27,0,2023-04-26,70
FT106814,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,1881,29.0,3656.0,5110.0,WAG9,Container,98,15,9,9,double,6.0,28,1,2023-10-14,106
FT106815,Bhopal Junction,BPL,WCR,Mumbai Central,BCT,WR,1907,28.0,,5847.0,WAG12,Steel,43,8,8,10,single,0.0,30,0,2023-07-31,63
FT106816,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,1059,43.0,2876.0,6059.0,WAG7,Container,42,8,18,4,double,28.0,44,0,2023-01-13,59
FT106817,Patna Junction,PNBE,ECR,Bhopal Junction,BPL,WCR,1817,,3210.0,6526.0,WAG9,Container,99,9,6,14,double,22.0,35,0,2023-11-09,93
FT106818,Howrah Junction,HWH,ER,Kharagpur Junction,KGP,SER,1372,27.0,1705.0,6184.0,WAG9,Cement,21,13,29,8,double,14.0,41,1,2023-10-04,36
FT106819,Howrah Junction,HWH,ER,Mumbai Central,BCT,WR,1549,39.0,,4341.0,WAG7,Coal,43,9,23,4,single,14.0,31,0,2023-04-30,50
FT106820,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1158,48.0,3640.0,6732.0,WAG7,Steel,61,15,39,11,double,16.0,44,1,2023-01-13,72
FT106821,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,506,41.0,2861.0,7255.0,WAG12,Coal,61,6,20,13,double,21.0,33,1,2023-08-12,81
FT106822,Kanpur Central,CNB,NCR,Chennai Central,MAS,SR,1232,26.0,1809.0,5219.0,WAG12,Container,79,7,17,14,single,10.0,29,0,2023-11-25,70
FT106823,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,982,38.0,3359.0,5890.0,WAG7,Container,46,17,35,4,double,11.0,37,1,2023-12-02,39
FT106824,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,975,52.0,1529.0,5627.0,WAG12,Cement,91,7,14,7,single,26.0,44,0,2023-06-17,83
FT106825,Kanpur Central,CNB,NCR,Patna Junction,PNBE,ECR,1029,35.0,3802.0,5931.0,WAG7,Coal,13,14,31,12,single,11.0,34,0,2023-01-14,18
FT106826,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,938,31.0,2657.0,6044.0,WAG12,Steel,72,8,13,10,single,26.0,36,0,2023-11-04,70
FT106827,Patna Junction,PNBE,ECR,Kharagpur Junction,KGP,SER,1852,25.0,2313.0,5438.0,WAG9,Steel,65,9,12,11,single,10.0,21,0,2023-03-24,54
FT106828,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,977,55.0,3890.0,4822.0,WAG9,Coal,57,10,8,4,single,8.0,33,1,2023-10-02,53
FT106829,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,358,54.0,2521.0,4438.0,WAG7,Steel,98,5,7,7,single,24.0,33,1,2023-09-28,74
FT106830,Ghaziabad Junction,GZB,NR,Itarsi Junction,ET,CR,863,29.0,2618.0,7942.0,WAG9,Container,67,14,8,11,single,27.0,35,1,2023-08-30,78
FT106831,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,878,24.0,3769.0,6055.0,WAG12,Steel,12,11,31,1,single,12.0,33,0,2023-11-03,30
FT106832,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,1895,50.0,2322.0,4898.0,WAG9,Container,57,14,17,12,double,2.0,44,1,2023-05-08,69
FT106833,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1322,55.0,2555.0,5218.0,WAG12,Container,14,13,22,2,single,27.0,41,1,2023-06-19,55
FT106834,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,1122,21.0,2214.0,7321.0,WAG7,Coal,35,14,23,12,single,6.0,22,0,2023-04-11,31
FT106835,Mumbai Central,BCT,WR,Kanpur Central,CNB,NCR,1061,55.0,3104.0,5282.0,WAG7,Coal,74,8,26,9,double,16.0,31,0,2023-02-02,65
FT106836,Chennai Central,MAS,SR,Itarsi Junction,ET,CR,670,31.0,3653.0,5199.0,WAG7,Cement,67,7,37,1,single,16.0,43,0,2023-05-29,70
FT106837,Mumbai Central,BCT,WR,Kanpur Central,CNB,NCR,408,31.0,1602.0,4191.0,WAG12,Container,75,11,24,9,single,19.0,22,1,2023-07-03,65
FT106838,Ghaziabad Junction,GZB,NR,Mumbai Central,BCT,WR,1866,47.0,1973.0,7973.0,WAG9,Container,14,5,38,4,single,8.0,32,1,2023-01-26,40
FT106839,Kharagpur Junction,KGP,SER,Mumbai Central,BCT,WR,1819,23.0,1595.0,6714.0,WAG7,Coal,98,13,34,5,single,6.0,37,0,2023-12-09,94
FT106840,Bhopal Junction,BPL,WCR,Kanpur Central,CNB,NCR,614,27.0,2462.0,4162.0,WAG9,Container,84,9,38,1,double,3.0,21,1,2023-03-28,70
FT106841,Kharagpur Junction,KGP,SER,Patna Junction,PNBE,ECR,1220,34.0,1879.0,4553.0,WAG7,Coal,11,10,33,3,double,23.0,32,1,2023-04-03,47
FT106842,Kanpur Central,CNB,NCR,Ghaziabad Junction,GZB,NR,488,52.0,3859.0,,WAG12,Coal,96,9,33,13,double,26.0,42,1,2023-03-01,91
FT106843,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,1864,48.0,2609.0,6756.0,WAG12,Coal,52,10,16,14,single,20.0,35,0,2023-07-22,70
FT106844,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,450,35.0,2364.0,4679.0,WAG12,Container,66,19,36,12,double,19.0,37,0,2023-03-15,69
FT106845,Chennai Central,MAS,SR,Howrah Junction,HWH,ER,1331,,3034.0,7433.0,WAG9,Cement,90,15,9,11,double,9.0,23,0,2023-02-20,91
FT106846,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,1508,58.0,3748.0,5939.0,WAG7,Cement,74,12,38,9,single,6.0,33,0,2023-09-23,99
FT106847,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,419,38.0,2622.0,7094.0,WAG7,Steel,69,8,25,5,single,15.0,35,1,2023-02-28,44
FT106848,New Delhi,NDLS,NR,Ghaziabad Junction,GZB,NR,1245,22.0,2982.0,,WAG9,Steel,61,13,29,10,single,4.0,33,0,2023-10-21,55
FT106849,Patna Junction,PNBE,ECR,Chennai Central,MAS,SR,1038,59.0,2323.0,5485.0,WAG7,Coal,66,15,21,4,single,14.0,21,1,2023-07-31,67
FT106850,Bhopal Junction,BPL,WCR,Kharagpur Junction,KGP,SER,1586,24.0,1923.0,7631.0,WAG9,Cement,79,8,11,6,single,5.0,31,1,2023-10-01,79
FT106851,New Delhi,NDLS,NR,Itarsi Junction,ET,CR,913,44.0,1588.0,7690.0,WAG7,Steel,13,14,12,12,single,17.0,21,0,2023-09-20,28
FT106852,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,1057,57.0,1898.0,7515.0,WAG9,Container,88,15,8,1,double,14.0,40,0,2023-07-20,104
FT106853,Kanpur Central,CNB,NCR,Itarsi Junction,ET,CR,1514,52.0,2021.0,7772.0,WAG12,Container,47,16,23,11,double,26.0,44,0,2023-07-15,82
FT106854,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,538,26.0,2857.0,7784.0,WAG9,Steel,46,16,13,3,double,17.0,43,1,2023-02-23,51
FT106855,Patna Junction,PNBE,ECR,New Delhi,NDLS,NR,1305,36.0,2164.0,7432.0,WAG12,Cement,23,7,15,9,double,20.0,27,0,2023-06-24,57
FT106856,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,1366,30.0,3687.0,6850.0,WAG12,Steel,45,5,16,4,single,20.0,33,0,2023-05-24,56
FT106857,Mumbai Central,BCT,WR,Kanpur Central,CNB,NCR,1033,22.0,3383.0,6890.0,WAG7,Cement,83,8,35,7,double,19.0,37,1,2023-02-20,66
FT106858,Patna Junction,PNBE,ECR,Mumbai Central,BCT,WR,244,47.0,2970.0,4191.0,WAG7,Cement,53,15,39,10,double,14.0,43,0,2023-03-16,35
FT106859,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1826,38.0,1994.0,4360.0,WAG7,Coal,22,10,31,14,single,1.0,24,1,2023-03-05,48
FT106860,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,744,23.0,1939.0,6633.0,WAG12,Cement,66,15,6,9,single,0.0,39,1,2023-05-05,56
FT106861,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,1682,57.0,2697.0,4286.0,WAG12,Coal,10,14,34,6,single,11.0,43,1,2023-01-16,45
FT106862,Howrah Junction,HWH,ER,Bhopal Junction,BPL,WCR,1468,34.0,3664.0,7527.0,WAG12,Steel,13,11,29,1,single,0.0,39,0,2023-05-16,31
FT106863,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,1879,29.0,3562.0,4680.0,WAG9,Coal,99,18,16,5,double,9.0,22,0,2023-10-20,89
FT106864,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,857,26.0,3998.0,4004.0,WAG12,Cement,98,5,19,8,double,15.0,39,1,2023-12-06,64
FT106865,Mumbai Central,BCT,WR,Chennai Central,MAS,SR,1935,35.0,2173.0,5655.0,WAG7,Steel,39,19,20,3,single,2.0,21,1,2023-06-25,58
FT106866,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,1023,26.0,,6686.0,WAG9,Steel,95,18,29,4,single,,33,1,2023-11-13,88
FT106867,Howrah Junction,HWH,ER,New Delhi,NDLS,NR,887,42.0,3578.0,5564.0,WAG9,Coal,34,6,21,7,single,5.0,41,1,2023-10-14,50
FT106868,Howrah Junction,HWH,ER,Kharagpur Junction,KGP,SER,298,,1591.0,5525.0,WAG9,Coal,19,9,27,2,double,17.0,35,0,2023-06-01,30
FT106869,Kanpur Central,CNB,NCR,Patna Junction,PNBE,ECR,261,55.0,3188.0,,WAG9,Cement,81,15,31,3,double,19.0,24,1,2023-03-19,67
FT106870,Howrah Junction,HWH,ER,New Delhi,NDLS,NR,666,57.0,1812.0,4140.0,WAG9,Steel,50,5,12,11,single,17.0,26,0,2023-06-06,34
FT106871,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,947,51.0,2839.0,4240.0,WAG7,Container,59,6,7,7,double,25.0,32,0,2023-05-28,67
FT106872,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,1777,27.0,2293.0,4949.0,WAG12,Cement,83,5,5,11,single,5.0,39,0,2023-11-18,77
FT106873,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,1765,25.0,2722.0,7354.0,WAG9,Cement,14,11,15,3,double,25.0,34,1,2023-09-03,54
FT106874,Kharagpur Junction,KGP,SER,Ghaziabad Junction,GZB,NR,535,51.0,3045.0,7146.0,WAG12,Cement,66,9,6,5,single,15.0,38,1,2023-06-06,57
FT106875,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,1447,41.0,3866.0,7355.0,WAG12,Container,99,11,25,6,single,12.0,28,0,2023-07-22,83
FT106876,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,1555,56.0,1549.0,7371.0,WAG12,Cement,10,15,8,9,double,2.0,40,0,2023-10-23,40
FT106877,Chennai Central,MAS,SR,Howrah Junction,HWH,ER,1398,49.0,2126.0,4072.0,WAG9,Container,93,17,17,4,single,17.0,34,0,2023-07-07,81
FT106878,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,1205,50.0,3356.0,5042.0,WAG7,Steel,24,18,8,7,single,1.0,36,0,2023-09-16,21
FT106879,Mumbai Central,BCT,WR,New Delhi,NDLS,NR,1232,21.0,2317.0,7508.0,WAG9,Coal,51,18,35,12,single,13.0,37,1,2023-12-18,59
FT106880,New Delhi,NDLS,NR,Ghaziabad Junction,GZB,NR,571,38.0,3390.0,5824.0,WAG12,Steel,81,16,31,4,double,19.0,29,1,2023-12-23,60
FT106881,Chennai Central,MAS,SR,Howrah Junction,HWH,ER,1053,41.0,1584.0,4989.0,WAG12,Steel,36,13,12,4,double,1.0,40,1,2023-05-31,31
FT106882,Ghaziabad Junction,GZB,NR,Howrah Junction,HWH,ER,858,49.0,3307.0,5099.0,WAG12,Cement,73,19,28,14,single,27.0,32,1,2023-02-11,69
FT106883,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,1447,46.0,2525.0,6852.0,WAG12,Coal,46,11,26,7,double,24.0,41,0,2023-12-20,65
FT106884,Mumbai Central,BCT,WR,Bhopal Junction,BPL,WCR,1899,58.0,1618.0,6971.0,WAG7,Container,44,18,36,2,double,23.0,37,0,2023-02-21,61
FT106885,Mumbai Central,BCT,WR,New Delhi,NDLS,NR,1135,20.0,2564.0,4469.0,WAG7,Container,80,19,21,14,single,21.0,27,1,2023-11-01,93
FT106886,New Delhi,NDLS,NR,Kanpur Central,CNB,NCR,771,31.0,1693.0,7966.0,WAG7,Steel,29,5,24,1,double,15.0,40,0,2023-04-05,37
FT106887,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,1400,42.0,1995.0,4112.0,WAG7,Cement,56,18,30,10,double,,31,0,2023-09-22,70
FT106888,Patna Junction,PNBE,ECR,Itarsi Junction,ET,CR,288,54.0,1848.0,7505.0,WAG12,Container,25,9,10,12,single,18.0,24,0,2023-04-01,27
FT106889,Kharagpur Junction,KGP,SER,Patna Junction,PNBE,ECR,254,26.0,2784.0,5997.0,WAG9,Cement,92,9,11,10,double,10.0,36,1,2023-03-09,55
FT106890,Kanpur Central,CNB,NCR,Itarsi Junction,ET,CR,4437,26.0,1904.0,7808.0,WAG9,Coal,20,16,15,2,single,5.0,40,1,2023-02-24,23
FT106891,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,1446,30.0,1851.0,6905.0,WAG7,Steel,72,16,15,1,double,0.0,30,1,2023-05-28,60
FT106892,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,1217,30.0,3741.0,5045.0,WAG7,Cement,13,10,29,11,single,9.0,25,1,2023-02-21,37
FT106893,Kanpur Central,CNB,NCR,Chennai Central,MAS,SR,1971,24.0,1859.0,6226.0,WAG9,Coal,11,12,21,8,double,13.0,23,0,2023-02-19,67
FT106894,New Delhi,NDLS,NR,Bhopal Junction,BPL,WCR,436,59.0,1824.0,4499.0,WAG9,Container,56,17,5,8,double,26.0,33,1,2023-03-31,52
FT106895,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,312,44.0,2320.0,5537.0,WAG12,Container,74,14,30,4,double,19.0,21,1,2023-03-24,65
FT106896,Itarsi Junction,ET,CR,New Delhi,NDLS,NR,593,40.0,2736.0,4234.0,WAG9,Container,22,12,20,10,single,18.0,41,0,2023-03-24,34
FT106897,Patna Junction,PNBE,ECR,Kharagpur Junction,KGP,SER,1778,55.0,3352.0,6273.0,WAG7,Cement,57,5,12,6,double,10.0,20,1,2023-06-11,76
FT106898,Kharagpur Junction,KGP,SER,New Delhi,NDLS,NR,1310,31.0,2331.0,5147.0,WAG12,Steel,39,7,6,3,double,7.0,21,0,2023-07-16,37
FT106899,Patna Junction,PNBE,ECR,Chennai Central,MAS,SR,387,27.0,3637.0,6105.0,WAG9,Container,17,16,24,13,single,29.0,23,0,2023-02-23,44
FT106900,Ghaziabad Junction,GZB,NR,Kanpur Central,CNB,NCR,702,51.0,2407.0,7613.0,WAG9,Container,14,18,10,8,double,1.0,35,0,2023-04-17,29
FT106901,New Delhi,NDLS,NR,Chennai Central,MAS,SR,615,21.0,2582.0,6810.0,WAG7,Container,68,16,9,9,double,21.0,44,1,2023-07-13,50
FT106902,Itarsi Junction,ET,CR,Howrah Junction,HWH,ER,1830,34.0,3943.0,4757.0,WAG7,Coal,99,11,15,14,double,14.0,22,0,2023-08-02,94
FT106903,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,1739,34.0,1912.0,6761.0,WAG9,Coal,42,14,21,4,single,6.0,28,1,2023-09-17,64
FT106904,Mumbai Central,BCT,WR,Chennai Central,MAS,SR,452,,3873.0,6567.0,WAG7,Cement,55,9,23,1,single,11.0,44,0,2023-08-09,54
FT106905,Patna Junction,PNBE,ECR,Ghaziabad Junction,GZB,NR,356,30.0,2800.0,5079.0,WAG12,Container,32,9,27,12,double,5.0,37,0,2023-03-15,14
FT106906,Bhopal Junction,BPL,WCR,Patna Junction,PNBE,ECR,675,54.0,2136.0,6694.0,WAG12,Cement,27,13,24,7,double,15.0,39,0,2023-04-08,16
FT106907,Itarsi Junction,ET,CR,Mumbai Central,BCT,WR,303,57.0,3982.0,,WAG7,Steel,60,16,5,2,single,20.0,42,0,2023-10-28,48
FT106908,Patna Junction,PNBE,ECR,Itarsi Junction,ET,CR,1804,30.0,1798.0,5901.0,WAG12,Coal,15,6,18,2,double,14.0,44,1,2023-01-26,35
FT106909,Patna Junction,PNBE,ECR,Kharagpur Junction,KGP,SER,248,59.0,2072.0,7071.0,WAG7,Coal,58,17,38,10,double,14.0,37,0,2023-03-10,43
FT106910,Itarsi Junction,ET,CR,Bhopal Junction,BPL,WCR,698,47.0,3246.0,5205.0,WAG12,Cement,75,13,5,4,double,26.0,25,0,2023-06-22,67
FT106911,Howrah Junction,HWH,ER,Mumbai Central,BCT,WR,1052,41.0,2959.0,5896.0,WAG12,Cement,23,18,11,5,single,13.0,36,0,2023-07-16,33
FT106912,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,1165,27.0,3493.0,7373.0,WAG9,Container,31,6,23,14,double,9.0,22,0,2023-10-15,57
FT106913,Howrah Junction,HWH,ER,Patna Junction,PNBE,ECR,1126,46.0,3161.0,,WAG9,Coal,12,16,22,7,double,12.0,42,0,2023-05-06,27
FT106914,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,1587,50.0,3500.0,4219.0,WAG7,Container,77,17,39,5,single,4.0,32,1,2023-05-15,79
FT106915,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,572,21.0,2720.0,5549.0,WAG7,Cement,54,18,36,3,single,9.0,44,1,2023-06-24,52
FT106916,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,769,49.0,3770.0,6730.0,WAG9,Cement,98,12,27,1,single,28.0,36,0,2023-08-26,98
FT106917,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,1342,55.0,1847.0,7545.0,WAG7,Cement,54,15,16,6,single,18.0,30,0,2023-12-03,72
FT106918,Itarsi Junction,ET,CR,Patna Junction,PNBE,ECR,571,29.0,3032.0,4233.0,WAG9,Coal,70,18,37,9,double,,35,1,2023-05-03,66
FT106919,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,391,49.0,3355.0,5435.0,WAG9,Steel,14,7,13,9,double,2.0,26,1,2023-09-03,26
FT106920,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,277,51.0,3705.0,4585.0,WAG12,Steel,11,12,9,9,single,5.0,35,0,2023-10-11,18
FT106921,Patna Junction,PNBE,ECR,Chennai Central,MAS,SR,1978,47.0,3402.0,5757.0,WAG9,Coal,50,12,34,4,double,26.0,27,0,2023-06-18,65
FT106922,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,744,48.0,1615.0,7131.0,WAG12,Steel,92,8,29,7,single,13.0,20,1,2023-09-12,82
FT106923,Itarsi Junction,ET,CR,Howrah Junction,HWH,ER,5817,,3918.0,4301.0,WAG12,Steel,63,19,8,6,single,6.0,36,1,2023-03-17,77
FT106924,Chennai Central,MAS,SR,Patna Junction,PNBE,ECR,1067,26.0,2177.0,6083.0,WAG9,Coal,65,8,27,8,single,0.0,43,1,2023-08-08,48
FT106925,Mumbai Central,BCT,WR,New Delhi,NDLS,NR,677,42.0,2317.0,6244.0,WAG7,Steel,48,16,9,7,double,1.0,35,0,2023-02-28,54
FT106926,Howrah Junction,HWH,ER,Patna Junction,PNBE,ECR,1854,52.0,3122.0,4524.0,WAG9,Cement,78,6,14,4,double,22.0,32,0,2023-07-26,80
FT106927,Ghaziabad Junction,GZB,NR,Kharagpur Junction,KGP,SER,1961,,2283.0,,WAG9,Coal,29,9,33,3,single,7.0,38,1,2023-10-02,57
FT106928,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,766,28.0,2019.0,6258.0,WAG7,Coal,81,17,28,7,double,14.0,41,0,2023-11-18,67
FT106929,Itarsi Junction,ET,CR,New Delhi,NDLS,NR,1017,53.0,1509.0,4577.0,WAG9,Container,18,8,11,8,single,15.0,24,0,2023-09-16,32
FT106930,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,317,26.0,2177.0,5683.0,WAG9,Steel,96,5,33,1,single,17.0,23,1,2023-12-08,75
FT106931,Howrah Junction,HWH,ER,Kharagpur Junction,KGP,SER,1886,22.0,2317.0,,WAG9,Container,12,10,7,9,double,9.0,43,1,2023-05-22,34
FT106932,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,412,59.0,2858.0,5770.0,WAG12,Coal,30,9,18,11,double,10.0,44,0,2023-11-10,39
FT106933,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,362,56.0,3063.0,4232.0,WAG12,Cement,19,5,6,13,double,10.0,21,0,2023-03-22,21
FT106934,Chennai Central,MAS,SR,Itarsi Junction,ET,CR,610,58.0,3968.0,6272.0,WAG7,Cement,66,13,33,8,single,17.0,32,1,2023-03-09,74
FT106935,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,972,46.0,2994.0,4266.0,WAG12,Container,44,7,7,7,double,17.0,22,0,2023-10-14,68
FT106936,Itarsi Junction,ET,CR,Kanpur Central,CNB,NCR,872,33.0,,7586.0,WAG7,Steel,28,5,23,8,double,7.0,29,0,2023-10-31,36
FT106937,Kanpur Central,CNB,NCR,Ghaziabad Junction,GZB,NR,1699,36.0,2394.0,7780.0,WAG7,Container,56,11,23,9,single,4.0,20,1,2023-08-14,76
FT106938,Kanpur Central,CNB,NCR,Mumbai Central,BCT,WR,1328,49.0,2687.0,5715.0,WAG12,Cement,23,10,32,7,double,16.0,40,0,2023-04-27,47
FT106939,Patna Junction,PNBE,ECR,Kharagpur Junction,KGP,SER,806,,3623.0,7741.0,WAG7,Cement,34,10,7,2,double,11.0,34,1,2023-12-03,30
FT106940,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,393,,2166.0,6522.0,WAG9,Cement,96,15,15,9,double,8.0,28,0,2023-10-22,74
FT106941,Kharagpur Junction,KGP,SER,Ghaziabad Junction,GZB,NR,1520,38.0,2520.0,7746.0,WAG9,Steel,77,19,23,3,double,23.0,28,1,2023-11-02,59
FT106942,Ghaziabad Junction,GZB,NR,Itarsi Junction,ET,CR,205,56.0,1725.0,4743.0,WAG7,Steel,30,7,31,5,double,9.0,30,0,2023-05-06,36
FT106943,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,503,45.0,3776.0,6096.0,WAG12,Cement,73,13,8,8,double,22.0,43,0,2023-11-02,60
FT106944,Patna Junction,PNBE,ECR,Mumbai Central,BCT,WR,1673,47.0,3204.0,5854.0,WAG12,Container,38,8,21,14,single,12.0,24,1,2023-04-05,45
